Week Ending Date,Metric,Category,Waiting Bands,Count
2023-07-16T00:00:00.000Z,Age,0-18 Years,Total,874855
2023-07-16T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,2705
2023-07-16T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2221625
2023-07-16T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1519560
2023-07-16T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,227235
2023-07-16T00:00:00.000Z,Age,19-64 Years,Total,3971120
2023-07-16T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,1510
2023-07-16T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1429555
2023-07-16T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,837805
2023-07-16T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,112400
2023-07-16T00:00:00.000Z,Age,Over 65 Years,Total,2381270
2023-07-16T00:00:00.000Z,Sex,Female,Unknown Clock Start,2780
2023-07-16T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2296715
2023-07-16T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1486765
2023-07-16T00:00:00.000Z,Sex,Female,Over 52 Weeks,213005
2023-07-16T00:00:00.000Z,Sex,Female,Total,3999260
2023-07-16T00:00:00.000Z,Sex,Male,Unknown Clock Start,2060
2023-07-16T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1760850
2023-07-16T00:00:00.000Z,Sex,Male,18 To 52 Weeks,1134320
2023-07-16T00:00:00.000Z,Sex,Male,Over 52 Weeks,162125
2023-07-16T00:00:00.000Z,Sex,Male,Total,3059355
2023-07-23T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,865
2023-07-23T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,496110
2023-07-23T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,336325
2023-07-23T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,50390
2023-07-23T00:00:00.000Z,Age,0-18 Years,Total,883690
2023-07-23T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,1860
2023-07-23T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2224470
2023-07-23T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1531170
2023-07-23T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,229425
2023-07-23T00:00:00.000Z,Age,19-64 Years,Total,3986925
2023-07-23T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,1090
2023-07-23T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1441550
2023-07-23T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,843705
2023-07-23T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,113625
2023-07-23T00:00:00.000Z,Age,Over 65 Years,Total,2399965
2023-07-23T00:00:00.000Z,Sex,Female,Unknown Clock Start,2190
2023-07-23T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2306800
2023-07-23T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1501785
2023-07-23T00:00:00.000Z,Sex,Female,Over 52 Weeks,215650
2023-07-23T00:00:00.000Z,Sex,Female,Total,4026420
2023-07-23T00:00:00.000Z,Sex,Male,Unknown Clock Start,1620
2023-07-23T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1767930
2023-07-23T00:00:00.000Z,Sex,Male,18 To 52 Weeks,1142605
2023-07-23T00:00:00.000Z,Sex,Male,Over 52 Weeks,163745
2023-07-23T00:00:00.000Z,Sex,Male,Total,3075905
2023-07-30T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,835
2023-07-30T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,492360
2023-07-30T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,340010
2023-07-30T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,50010
2023-07-30T00:00:00.000Z,Age,0-18 Years,Total,883215
2023-07-30T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,2365
2023-07-30T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2243890
2023-07-30T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1549780
2023-07-30T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,229570
2023-07-30T00:00:00.000Z,Age,19-64 Years,Total,4025605
2023-07-30T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,1320
2023-07-30T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1454875
2023-07-30T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,851645
2023-07-30T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,114150
2023-07-30T00:00:00.000Z,Age,Over 65 Years,Total,2421990
2023-07-30T00:00:00.000Z,Sex,Female,Unknown Clock Start,2515
2023-07-30T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2320445
2023-07-30T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1516900
2023-07-30T00:00:00.000Z,Sex,Female,Over 52 Weeks,215190
2023-07-30T00:00:00.000Z,Sex,Female,Total,4055050
2023-07-30T00:00:00.000Z,Sex,Male,Unknown Clock Start,1830
2023-07-30T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1780595
2023-07-30T00:00:00.000Z,Sex,Male,18 To 52 Weeks,1156785
2023-07-30T00:00:00.000Z,Sex,Male,Over 52 Weeks,164155
2023-07-30T00:00:00.000Z,Sex,Male,Total,3103365
2023-08-06T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,970
2023-08-06T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,482730
2023-08-06T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,338695
2023-08-06T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,49305
2023-08-06T00:00:00.000Z,Age,0-18 Years,Total,871705
2023-08-06T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,2295
2023-08-06T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2192980
2023-08-06T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1518660
2023-08-06T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,225610
2023-08-06T00:00:00.000Z,Age,19-64 Years,Total,3939545
2023-08-06T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,1335
2023-08-06T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1428605
2023-08-06T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,837625
2023-08-06T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,112975
2023-08-06T00:00:00.000Z,Age,Over 65 Years,Total,2380540
2023-08-06T00:00:00.000Z,Sex,Female,Unknown Clock Start,2580
2023-08-06T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2270630
2023-08-06T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1490285
2023-08-06T00:00:00.000Z,Sex,Female,Over 52 Weeks,211690
2023-08-06T00:00:00.000Z,Sex,Female,Total,3975185
2023-08-06T00:00:00.000Z,Sex,Male,Unknown Clock Start,1870
2023-08-06T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1742075
2023-08-06T00:00:00.000Z,Sex,Male,18 To 52 Weeks,1134560
2023-08-06T00:00:00.000Z,Sex,Male,Over 52 Weeks,161400
2023-08-06T00:00:00.000Z,Sex,Male,Total,3039905
2023-08-13T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,910
2023-08-13T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,484190
2023-08-13T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,341455
2023-08-13T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,49730
2023-08-13T00:00:00.000Z,Age,0-18 Years,Total,876285
2023-08-13T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,2970
2023-08-13T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2244045
2023-08-13T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1550040
2023-08-13T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,231105
2023-08-13T00:00:00.000Z,Age,19-64 Years,Total,4028165
2023-08-13T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,1555
2023-08-13T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1455640
2023-08-13T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,847280
2023-08-13T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,114575
2023-08-13T00:00:00.000Z,Age,Over 65 Years,Total,2419045
2023-08-13T00:00:00.000Z,Sex,Female,Unknown Clock Start,2990
2023-08-13T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2315340
2023-08-13T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1516590
2023-08-13T00:00:00.000Z,Sex,Female,Over 52 Weeks,215870
2023-08-13T00:00:00.000Z,Sex,Female,Total,4050790
2023-08-13T00:00:00.000Z,Sex,Male,Unknown Clock Start,2200
2023-08-13T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1776940
2023-08-13T00:00:00.000Z,Sex,Male,18 To 52 Weeks,1152250
2023-08-13T00:00:00.000Z,Sex,Male,Over 52 Weeks,164465
2023-08-13T00:00:00.000Z,Sex,Male,Total,3095855
2023-08-20T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,1335
2023-08-20T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,485345
2023-08-20T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,339545
2023-08-20T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,49290
2023-08-20T00:00:00.000Z,Age,0-18 Years,Total,875510
2023-08-20T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,3540
2023-08-20T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2265560
2023-08-20T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1534540
2023-08-20T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,230970
2023-08-20T00:00:00.000Z,Age,19-64 Years,Total,4034610
2023-08-20T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,2135
2023-08-20T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1471945
2023-08-20T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,839040
2023-08-20T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,114855
2023-08-20T00:00:00.000Z,Age,Over 65 Years,Total,2427975
2023-08-20T00:00:00.000Z,Sex,Female,Unknown Clock Start,3900
2023-08-20T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2337085
2023-08-20T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1502280
2023-08-20T00:00:00.000Z,Sex,Female,Over 52 Weeks,215720
2023-08-20T00:00:00.000Z,Sex,Female,Total,4058985
2023-08-20T00:00:00.000Z,Sex,Male,Unknown Clock Start,2910
2023-08-20T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1794305
2023-08-20T00:00:00.000Z,Sex,Male,18 To 52 Weeks,1141145
2023-08-20T00:00:00.000Z,Sex,Male,Over 52 Weeks,164125
2023-08-20T00:00:00.000Z,Sex,Male,Total,3102485
2023-08-27T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,830
2023-08-27T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,480570
2023-08-27T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,345975
2023-08-27T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,49945
2023-08-27T00:00:00.000Z,Age,0-18 Years,Total,877315
2023-08-27T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,1955
2023-08-27T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2269590
2023-08-27T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1557160
2023-08-27T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,235810
2023-08-27T00:00:00.000Z,Age,19-64 Years,Total,4064515
2023-08-27T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,1030
2023-08-27T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1475805
2023-08-27T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,850965
2023-08-27T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,117415
2023-08-27T00:00:00.000Z,Age,Over 65 Years,Total,2445210
2023-08-27T00:00:00.000Z,Sex,Female,Unknown Clock Start,2180
2023-08-27T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2339715
2023-08-27T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1524870
2023-08-27T00:00:00.000Z,Sex,Female,Over 52 Weeks,220110
2023-08-27T00:00:00.000Z,Sex,Female,Total,4086880
2023-08-27T00:00:00.000Z,Sex,Male,Unknown Clock Start,1630
2023-08-27T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1795770
2023-08-27T00:00:00.000Z,Sex,Male,18 To 52 Weeks,1158210
2023-08-27T00:00:00.000Z,Sex,Male,Over 52 Weeks,167495
2023-08-27T00:00:00.000Z,Sex,Male,Total,3123105
2023-09-03T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,1015
2023-09-03T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,478695
2023-09-03T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,356425
2023-09-03T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,49330
2023-09-03T00:00:00.000Z,Age,0-18 Years,Total,885465
2023-09-03T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,2650
2023-09-03T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2267160
2023-09-03T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1602445
2023-09-03T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,235530
2023-09-03T00:00:00.000Z,Age,19-64 Years,Total,4107785
2023-09-03T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,1445
2023-09-03T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1467040
2023-09-03T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,875770
2023-09-03T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,117560
2023-09-03T00:00:00.000Z,Age,Over 65 Years,Total,2461815
2023-09-03T00:00:00.000Z,Sex,Female,Unknown Clock Start,2860
2023-09-03T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2313220
2023-09-03T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1560335
2023-09-03T00:00:00.000Z,Sex,Female,Over 52 Weeks,219085
2023-09-03T00:00:00.000Z,Sex,Female,Total,4095505
2023-09-03T00:00:00.000Z,Sex,Male,Unknown Clock Start,2185
2023-09-03T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1778725
2023-09-03T00:00:00.000Z,Sex,Male,18 To 52 Weeks,1183675
2023-09-03T00:00:00.000Z,Sex,Male,Over 52 Weeks,166560
2023-09-03T00:00:00.000Z,Sex,Male,Total,3131145
2023-09-10T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,1020
2023-09-10T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,476430
2023-09-10T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,356870
2023-09-10T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,48590
2023-09-10T00:00:00.000Z,Age,0-18 Years,Total,882910
2023-09-10T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,2745
2023-09-10T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2265795
2023-09-10T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1592090
2023-09-10T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,233715
2023-09-10T00:00:00.000Z,Age,19-64 Years,Total,4094345
2023-09-10T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,1550
2023-09-10T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1480120
2023-09-10T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,868840
2023-09-10T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,116755
2023-09-10T00:00:00.000Z,Age,Over 65 Years,Total,2467265
2023-09-10T00:00:00.000Z,Sex,Female,Unknown Clock Start,3020
2023-09-10T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2335830
2023-09-10T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1562035
2023-09-10T00:00:00.000Z,Sex,Female,Over 52 Weeks,217720
2023-09-10T00:00:00.000Z,Sex,Female,Total,4118605
2023-09-10T00:00:00.000Z,Sex,Male,Unknown Clock Start,2220
2023-09-10T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1798800
2023-09-10T00:00:00.000Z,Sex,Male,18 To 52 Weeks,1183235
2023-09-10T00:00:00.000Z,Sex,Male,Over 52 Weeks,165510
2023-09-10T00:00:00.000Z,Sex,Male,Total,3149770
2023-09-17T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,1100
2023-09-17T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,461355
2023-09-17T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,343960
2023-09-17T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,47585
2023-09-17T00:00:00.000Z,Age,0-18 Years,Total,854000
2023-09-17T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,3410
2023-09-17T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2273080
2023-09-17T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1586405
2023-09-17T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,235525
2023-09-17T00:00:00.000Z,Age,19-64 Years,Total,4098425
2023-09-17T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,2320
2023-09-17T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1487775
2023-09-17T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,868180
2023-09-17T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,117710
2023-09-17T00:00:00.000Z,Age,Over 65 Years,Total,2475985
2023-09-17T00:00:00.000Z,Sex,Female,Unknown Clock Start,3815
2023-09-17T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2342135
2023-09-17T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1554980
2023-09-17T00:00:00.000Z,Sex,Female,Over 52 Weeks,219105
2023-09-17T00:00:00.000Z,Sex,Female,Total,4120035
2023-09-17T00:00:00.000Z,Sex,Male,Unknown Clock Start,2980
2023-09-17T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1803795
2023-09-17T00:00:00.000Z,Sex,Male,18 To 52 Weeks,1175990
2023-09-17T00:00:00.000Z,Sex,Male,Over 52 Weeks,165730
2023-09-17T00:00:00.000Z,Sex,Male,Total,3148495
2023-09-24T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,1020
2023-09-24T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,460645
2023-09-24T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,348055
2023-09-24T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,46900
2023-09-24T00:00:00.000Z,Age,0-18 Years,Total,856615
2023-09-24T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,3140
2023-09-24T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2287520
2023-09-24T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1608615
2023-09-24T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,235060
2023-09-24T00:00:00.000Z,Age,19-64 Years,Total,4134335
2023-09-24T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,2075
2023-09-24T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1496535
2023-09-24T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,879870
2023-09-24T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,117335
2023-09-24T00:00:00.000Z,Age,Over 65 Years,Total,2495815
2023-09-24T00:00:00.000Z,Sex,Female,Unknown Clock Start,3455
2023-09-24T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2349745
2023-09-24T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1573110
2023-09-24T00:00:00.000Z,Sex,Female,Over 52 Weeks,218440
2023-09-24T00:00:00.000Z,Sex,Female,Total,4144750
2023-09-24T00:00:00.000Z,Sex,Male,Unknown Clock Start,2665
2023-09-24T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1807660
2023-09-24T00:00:00.000Z,Sex,Male,18 To 52 Weeks,1189755
2023-09-24T00:00:00.000Z,Sex,Male,Over 52 Weeks,164815
2023-09-24T00:00:00.000Z,Sex,Male,Total,3164895
2023-10-01T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,1150
2023-10-01T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,453875
2023-10-01T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,348620
2023-10-01T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,46295
2023-10-01T00:00:00.000Z,Age,0-18 Years,Total,849940
2023-10-01T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,2900
2023-10-01T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2267100
2023-10-01T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1606355
2023-10-01T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,233415
2023-10-01T00:00:00.000Z,Age,19-64 Years,Total,4109770
2023-10-01T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,1805
2023-10-01T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1483340
2023-10-01T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,879440
2023-10-01T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,115840
2023-10-01T00:00:00.000Z,Age,Over 65 Years,Total,2480425
2023-10-01T00:00:00.000Z,Sex,Female,Unknown Clock Start,3295
2023-10-01T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2327200
2023-10-01T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1572360
2023-10-01T00:00:00.000Z,Sex,Female,Over 52 Weeks,216595
2023-10-01T00:00:00.000Z,Sex,Female,Total,4119450
2023-10-01T00:00:00.000Z,Sex,Male,Unknown Clock Start,2560
2023-10-01T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1789955
2023-10-01T00:00:00.000Z,Sex,Male,18 To 52 Weeks,1187520
2023-10-01T00:00:00.000Z,Sex,Male,Over 52 Weeks,162840
2023-10-01T00:00:00.000Z,Sex,Male,Total,3142880
2023-10-08T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,890
2023-10-08T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,456650
2023-10-08T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,346120
2023-10-08T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,46570
2023-10-08T00:00:00.000Z,Age,0-18 Years,Total,850230
2023-10-08T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,1890
2023-10-08T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2290410
2023-10-08T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1598560
2023-10-08T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,234755
2023-10-08T00:00:00.000Z,Age,19-64 Years,Total,4125615
2023-10-08T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,1025
2023-10-08T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1495235
2023-10-08T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,874785
2023-10-08T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,116620
2023-10-08T00:00:00.000Z,Age,Over 65 Years,Total,2487665
2023-10-08T00:00:00.000Z,Sex,Female,Unknown Clock Start,2150
2023-10-08T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2347660
2023-10-08T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1564285
2023-10-08T00:00:00.000Z,Sex,Female,Over 52 Weeks,217960
2023-10-08T00:00:00.000Z,Sex,Female,Total,4132055
2023-10-08T00:00:00.000Z,Sex,Male,Unknown Clock Start,1605
2023-10-08T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1806190
2023-10-08T00:00:00.000Z,Sex,Male,18 To 52 Weeks,1181235
2023-10-08T00:00:00.000Z,Sex,Male,Over 52 Weeks,163750
2023-10-08T00:00:00.000Z,Sex,Male,Total,3152780
2023-10-15T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,1010
2023-10-15T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,447360
2023-10-15T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,342500
2023-10-15T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,46150
2023-10-15T00:00:00.000Z,Age,0-18 Years,Total,837020
2023-10-15T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,2555
2023-10-15T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2275510
2023-10-15T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1591295
2023-10-15T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,232710
2023-10-15T00:00:00.000Z,Age,19-64 Years,Total,4102065
2023-10-15T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,1505
2023-10-15T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1481480
2023-10-15T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,870100
2023-10-15T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,115325
2023-10-15T00:00:00.000Z,Age,Over 65 Years,Total,2468415
2023-10-15T00:00:00.000Z,Sex,Female,Unknown Clock Start,2570
2023-10-15T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2293710
2023-10-15T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1537925
2023-10-15T00:00:00.000Z,Sex,Female,Over 52 Weeks,215245
2023-10-15T00:00:00.000Z,Sex,Female,Total,4049450
2023-10-15T00:00:00.000Z,Sex,Male,Unknown Clock Start,1925
2023-10-15T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1761745
2023-10-15T00:00:00.000Z,Sex,Male,18 To 52 Weeks,1159810
2023-10-15T00:00:00.000Z,Sex,Male,Over 52 Weeks,161190
2023-10-15T00:00:00.000Z,Sex,Male,Total,3084665
2023-10-22T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,940
2023-10-22T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,467010
2023-10-22T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,358275
2023-10-22T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,46995
2023-10-22T00:00:00.000Z,Age,0-18 Years,Total,873220
2023-10-22T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,1915
2023-10-22T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2297975
2023-10-22T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1606735
2023-10-22T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,233050
2023-10-22T00:00:00.000Z,Age,19-64 Years,Total,4139675
2023-10-22T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,1055
2023-10-22T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1492820
2023-10-22T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,878895
2023-10-22T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,114815
2023-10-22T00:00:00.000Z,Age,Over 65 Years,Total,2487580
2023-10-22T00:00:00.000Z,Sex,Female,Unknown Clock Start,2230
2023-10-22T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2317350
