Week Ending Date,Metric,Category,Waiting Bands,Count
2022-09-04T00:00:00.000Z,Sex,Male,18 To 52 Weeks,950260
2022-09-04T00:00:00.000Z,Sex,Male,Over 52 Weeks,159125
2022-09-04T00:00:00.000Z,Sex,Male,Total,2720170
2022-09-11T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,520
2022-09-11T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,459900
2022-09-11T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,286355
2022-09-11T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,37745
2022-09-11T00:00:00.000Z,Age,0-18 Years,Total,784520
2022-09-11T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,3785
2022-09-11T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2075565
2022-09-11T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1320815
2022-09-11T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,242845
2022-09-11T00:00:00.000Z,Age,19-64 Years,Total,3643010
2022-09-11T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,3860
2022-09-11T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1367680
2022-09-11T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,726425
2022-09-11T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,118205
2022-09-11T00:00:00.000Z,Age,Over 65 Years,Total,2216170
2022-09-11T00:00:00.000Z,Sex,Female,Unknown Clock Start,4470
2022-09-11T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2144805
2022-09-11T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1290895
2022-09-11T00:00:00.000Z,Sex,Female,Over 52 Weeks,222615
2022-09-11T00:00:00.000Z,Sex,Female,Total,3662785
2022-09-11T00:00:00.000Z,Sex,Male,Unknown Clock Start,3685
2022-09-11T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1665915
2022-09-11T00:00:00.000Z,Sex,Male,18 To 52 Weeks,980530
2022-09-11T00:00:00.000Z,Sex,Male,Over 52 Weeks,166165
2022-09-11T00:00:00.000Z,Sex,Male,Total,2816295
2022-09-18T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,565
2022-09-18T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,454605
2022-09-18T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,292145
2022-09-18T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,38280
2022-09-18T00:00:00.000Z,Age,0-18 Years,Total,785595
2022-09-18T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,2295
2022-09-18T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2050860
2022-09-18T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1332000
2022-09-18T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,245130
2022-09-18T00:00:00.000Z,Age,19-64 Years,Total,3630280
2022-09-18T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,5290
2022-09-18T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1355090
2022-09-18T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,733995
2022-09-18T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,119530
2022-09-18T00:00:00.000Z,Age,Over 65 Years,Total,2213905
2022-09-18T00:00:00.000Z,Sex,Female,Unknown Clock Start,4525
2022-09-18T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2117705
2022-09-18T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1302620
2022-09-18T00:00:00.000Z,Sex,Female,Over 52 Weeks,225055
2022-09-18T00:00:00.000Z,Sex,Female,Total,3649910
2022-09-18T00:00:00.000Z,Sex,Male,Unknown Clock Start,3595
2022-09-18T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1648070
2022-09-18T00:00:00.000Z,Sex,Male,18 To 52 Weeks,991690
2022-09-18T00:00:00.000Z,Sex,Male,Over 52 Weeks,167775
2022-09-18T00:00:00.000Z,Sex,Male,Total,2811120
2022-09-25T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,145
2022-09-25T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,429245
2022-09-25T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,278860
2022-09-25T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,35510
2022-09-25T00:00:00.000Z,Age,0-18 Years,Total,743755
2022-09-25T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,2000
2022-09-25T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,1999210
2022-09-25T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1302545
2022-09-25T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,232090
2022-09-25T00:00:00.000Z,Age,19-64 Years,Total,3535845
2022-09-25T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,2275
2022-09-25T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1331475
2022-09-25T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,726565
2022-09-25T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,116275
2022-09-25T00:00:00.000Z,Age,Over 65 Years,Total,2176590
2022-09-25T00:00:00.000Z,Sex,Female,Unknown Clock Start,2345
2022-09-25T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2060100
2022-09-25T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1274060
2022-09-25T00:00:00.000Z,Sex,Female,Over 52 Weeks,213460
2022-09-25T00:00:00.000Z,Sex,Female,Total,3549960
2022-09-25T00:00:00.000Z,Sex,Male,Unknown Clock Start,1940
2022-09-25T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1603430
2022-09-25T00:00:00.000Z,Sex,Male,18 To 52 Weeks,968650
2022-09-25T00:00:00.000Z,Sex,Male,Over 52 Weeks,160065
2022-09-25T00:00:00.000Z,Sex,Male,Total,2734085
2022-10-02T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,370
2022-10-02T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,440805
2022-10-02T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,298830
2022-10-02T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,38950
2022-10-02T00:00:00.000Z,Age,0-18 Years,Total,778960
2022-10-02T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,1135
2022-10-02T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2028255
2022-10-02T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1354505
2022-10-02T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,246805
2022-10-02T00:00:00.000Z,Age,19-64 Years,Total,3630695
2022-10-02T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,1915
2022-10-02T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1347475
2022-10-02T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,752325
2022-10-02T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,121265
2022-10-02T00:00:00.000Z,Age,Over 65 Years,Total,2222980
2022-10-02T00:00:00.000Z,Sex,Female,Unknown Clock Start,1830
2022-10-02T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2090240
2022-10-02T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1329335
2022-10-02T00:00:00.000Z,Sex,Female,Over 52 Weeks,227650
2022-10-02T00:00:00.000Z,Sex,Female,Total,3649055
2022-10-02T00:00:00.000Z,Sex,Male,Unknown Clock Start,1580
2022-10-02T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1628330
2022-10-02T00:00:00.000Z,Sex,Male,18 To 52 Weeks,1009960
2022-10-02T00:00:00.000Z,Sex,Male,Over 52 Weeks,169155
2022-10-02T00:00:00.000Z,Sex,Male,Total,2809025
2022-10-09T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,930
2022-10-09T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,440440
2022-10-09T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,286935
2022-10-09T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,37820
2022-10-09T00:00:00.000Z,Age,0-18 Years,Total,766125
2022-10-09T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,2305
2022-10-09T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2070915
2022-10-09T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1337660
2022-10-09T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,246370
2022-10-09T00:00:00.000Z,Age,19-64 Years,Total,3657250
2022-10-09T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,2245
2022-10-09T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1369580
2022-10-09T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,738715
2022-10-09T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,120670
2022-10-09T00:00:00.000Z,Age,Over 65 Years,Total,2231205
2022-10-09T00:00:00.000Z,Sex,Female,Unknown Clock Start,3000
2022-10-09T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2122610
2022-10-09T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1304535
2022-10-09T00:00:00.000Z,Sex,Female,Over 52 Weeks,226260
2022-10-09T00:00:00.000Z,Sex,Female,Total,3656405
2022-10-09T00:00:00.000Z,Sex,Male,Unknown Clock Start,2485
2022-10-09T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1658150
2022-10-09T00:00:00.000Z,Sex,Male,18 To 52 Weeks,993820
2022-10-09T00:00:00.000Z,Sex,Male,Over 52 Weeks,168165
2022-10-09T00:00:00.000Z,Sex,Male,Total,2822625
2022-10-16T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,1170
2022-10-16T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,429270
2022-10-16T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,275130
2022-10-16T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,36245
2022-10-16T00:00:00.000Z,Age,0-18 Years,Total,741820
2022-10-16T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,2550
2022-10-16T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2018715
2022-10-16T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1286305
2022-10-16T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,231705
2022-10-16T00:00:00.000Z,Age,19-64 Years,Total,3539275
2022-10-16T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,2185
2022-10-16T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1333865
2022-10-16T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,719285
2022-10-16T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,116015
2022-10-16T00:00:00.000Z,Age,Over 65 Years,Total,2171350
2022-10-16T00:00:00.000Z,Sex,Female,Unknown Clock Start,3365
2022-10-16T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2070870
2022-10-16T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1259185
2022-10-16T00:00:00.000Z,Sex,Female,Over 52 Weeks,213610
2022-10-16T00:00:00.000Z,Sex,Female,Total,3547030
2022-10-16T00:00:00.000Z,Sex,Male,Unknown Clock Start,2555
2022-10-16T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1611590
2022-10-16T00:00:00.000Z,Sex,Male,18 To 52 Weeks,958470
2022-10-16T00:00:00.000Z,Sex,Male,Over 52 Weeks,160315
2022-10-16T00:00:00.000Z,Sex,Male,Total,2732930
2022-10-23T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,750
2022-10-23T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,455710
2022-10-23T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,299315
2022-10-23T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,40075
2022-10-23T00:00:00.000Z,Age,0-18 Years,Total,795850
2022-10-23T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,2630
2022-10-23T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2109490
2022-10-23T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1364825
2022-10-23T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,250770
2022-10-23T00:00:00.000Z,Age,19-64 Years,Total,3727710
2022-10-23T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,2385
2022-10-23T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1384815
2022-10-23T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,755950
2022-10-23T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,122680
2022-10-23T00:00:00.000Z,Age,Over 65 Years,Total,2265830
2022-10-23T00:00:00.000Z,Sex,Female,Unknown Clock Start,3175
2022-10-23T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2153345
2022-10-23T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1334750
2022-10-23T00:00:00.000Z,Sex,Female,Over 52 Weeks,231065
2022-10-23T00:00:00.000Z,Sex,Female,Total,3722335
2022-10-23T00:00:00.000Z,Sex,Male,Unknown Clock Start,2495
2022-10-23T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1672770
2022-10-23T00:00:00.000Z,Sex,Male,18 To 52 Weeks,1015755
2022-10-23T00:00:00.000Z,Sex,Male,Over 52 Weeks,171750
2022-10-23T00:00:00.000Z,Sex,Male,Total,2862770
2022-10-30T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,900
2022-10-30T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,451550
2022-10-30T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,302275
2022-10-30T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,40335
2022-10-30T00:00:00.000Z,Age,0-18 Years,Total,795060
2022-10-30T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,2850
2022-10-30T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2093250
2022-10-30T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1365215
2022-10-30T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,251425
2022-10-30T00:00:00.000Z,Age,19-64 Years,Total,3712745
2022-10-30T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,2870
2022-10-30T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1373240
2022-10-30T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,758685
2022-10-30T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,123060
2022-10-30T00:00:00.000Z,Age,Over 65 Years,Total,2257855
2022-10-30T00:00:00.000Z,Sex,Female,Unknown Clock Start,3740
2022-10-30T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2153265
2022-10-30T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1341835
2022-10-30T00:00:00.000Z,Sex,Female,Over 52 Weeks,231990
2022-10-30T00:00:00.000Z,Sex,Female,Total,3730830
2022-10-30T00:00:00.000Z,Sex,Male,Unknown Clock Start,2885
2022-10-30T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1668390
2022-10-30T00:00:00.000Z,Sex,Male,18 To 52 Weeks,1021010
2022-10-30T00:00:00.000Z,Sex,Male,Over 52 Weeks,172770
2022-10-30T00:00:00.000Z,Sex,Male,Total,2865055
2022-11-06T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,1030
2022-11-06T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,448475
2022-11-06T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,303055
2022-11-06T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,40485
2022-11-06T00:00:00.000Z,Age,0-18 Years,Total,793040
2022-11-06T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,3945
2022-11-06T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2102005
2022-11-06T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1375500
2022-11-06T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,251860
2022-11-06T00:00:00.000Z,Age,19-64 Years,Total,3733310
2022-11-06T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,3875
2022-11-06T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1371380
2022-11-06T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,763485
2022-11-06T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,122890
2022-11-06T00:00:00.000Z,Age,Over 65 Years,Total,2261630
2022-11-06T00:00:00.000Z,Sex,Female,Unknown Clock Start,3420
2022-11-06T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2167025
2022-11-06T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1357020
2022-11-06T00:00:00.000Z,Sex,Female,Over 52 Weeks,232945
2022-11-06T00:00:00.000Z,Sex,Female,Total,3760405
2022-11-06T00:00:00.000Z,Sex,Male,Unknown Clock Start,2655
2022-11-06T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1682300
2022-11-06T00:00:00.000Z,Sex,Male,18 To 52 Weeks,1031930
2022-11-06T00:00:00.000Z,Sex,Male,Over 52 Weeks,172985
2022-11-06T00:00:00.000Z,Sex,Male,Total,2889865
2022-11-13T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,820
2022-11-13T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,432275
2022-11-13T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,283205
2022-11-13T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,36850
2022-11-13T00:00:00.000Z,Age,0-18 Years,Total,753145
2022-11-13T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,2515
2022-11-13T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2061420
2022-11-13T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1324705
2022-11-13T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,234340
2022-11-13T00:00:00.000Z,Age,19-64 Years,Total,3622980
2022-11-13T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,2675
2022-11-13T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1350200
2022-11-13T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,745090
2022-11-13T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,117005
2022-11-13T00:00:00.000Z,Age,Over 65 Years,Total,2214970
2022-11-13T00:00:00.000Z,Sex,Female,Unknown Clock Start,3440
2022-11-13T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2121970
2022-11-13T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1305530
2022-11-13T00:00:00.000Z,Sex,Female,Over 52 Weeks,216530
2022-11-13T00:00:00.000Z,Sex,Female,Total,3647470
2022-11-13T00:00:00.000Z,Sex,Male,Unknown Clock Start,2560
2022-11-13T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1647005
2022-11-13T00:00:00.000Z,Sex,Male,18 To 52 Weeks,993465
2022-11-13T00:00:00.000Z,Sex,Male,Over 52 Weeks,161895
2022-11-13T00:00:00.000Z,Sex,Male,Total,2804925
2022-11-20T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,815
2022-11-20T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,434730
2022-11-20T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,281910
2022-11-20T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,36585
2022-11-20T00:00:00.000Z,Age,0-18 Years,Total,754040
2022-11-20T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,2405
2022-11-20T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2068380
2022-11-20T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1322100
2022-11-20T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,233770
2022-11-20T00:00:00.000Z,Age,19-64 Years,Total,3626655
2022-11-20T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,1340
2022-11-20T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1344990
2022-11-20T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,746600
2022-11-20T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,117600
2022-11-20T00:00:00.000Z,Age,Over 65 Years,Total,2210530
2022-11-20T00:00:00.000Z,Sex,Female,Unknown Clock Start,2660
2022-11-20T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2129150
2022-11-20T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1305915
2022-11-20T00:00:00.000Z,Sex,Female,Over 52 Weeks,216270
2022-11-20T00:00:00.000Z,Sex,Female,Total,3653990
2022-11-20T00:00:00.000Z,Sex,Male,Unknown Clock Start,1885
2022-11-20T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1644095
2022-11-20T00:00:00.000Z,Sex,Male,18 To 52 Weeks,991450
2022-11-20T00:00:00.000Z,Sex,Male,Over 52 Weeks,161805
2022-11-20T00:00:00.000Z,Sex,Male,Total,2799230
2022-11-27T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,675
2022-11-27T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,436710
2022-11-27T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,281790
2022-11-27T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,37415
2022-11-27T00:00:00.000Z,Age,0-18 Years,Total,756590
2022-11-27T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,2065
2022-11-27T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2083020
2022-11-27T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1323990
2022-11-27T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,232535
2022-11-27T00:00:00.000Z,Age,19-64 Years,Total,3641610
2022-11-27T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,1210
2022-11-27T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1356745
2022-11-27T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,747100
2022-11-27T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,116245
2022-11-27T00:00:00.000Z,Age,Over 65 Years,Total,2221305
2022-11-27T00:00:00.000Z,Sex,Female,Unknown Clock Start,2295
2022-11-27T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2143230
2022-11-27T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1305290
2022-11-27T00:00:00.000Z,Sex,Female,Over 52 Weeks,215305
2022-11-27T00:00:00.000Z,Sex,Female,Total,3666120
2022-11-27T00:00:00.000Z,Sex,Male,Unknown Clock Start,1650
2022-11-27T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1659790
2022-11-27T00:00:00.000Z,Sex,Male,18 To 52 Weeks,994475
2022-11-27T00:00:00.000Z,Sex,Male,Over 52 Weeks,161060
2022-11-27T00:00:00.000Z,Sex,Male,Total,2816980
2022-12-04T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,765
2022-12-04T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,438630
2022-12-04T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,280505
2022-12-04T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,37745
2022-12-04T00:00:00.000Z,Age,0-18 Years,Total,757645
2022-12-04T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,2755
2022-12-04T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2085845
2022-12-04T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1328615
2022-12-04T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,231775
2022-12-04T00:00:00.000Z,Age,19-64 Years,Total,3648990
2022-12-04T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,1700
2022-12-04T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1352920
2022-12-04T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,750290
2022-12-04T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,115770
2022-12-04T00:00:00.000Z,Age,Over 65 Years,Total,2220680
2022-12-04T00:00:00.000Z,Sex,Female,Unknown Clock Start,2990
2022-12-04T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2145835
2022-12-04T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1308675
2022-12-04T00:00:00.000Z,Sex,Female,Over 52 Weeks,214245
2022-12-04T00:00:00.000Z,Sex,Female,Total,3671745
2022-12-04T00:00:00.000Z,Sex,Male,Unknown Clock Start,2230
2022-12-04T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1662245
2022-12-04T00:00:00.000Z,Sex,Male,18 To 52 Weeks,996590
2022-12-04T00:00:00.000Z,Sex,Male,Over 52 Weeks,160540
2022-12-04T00:00:00.000Z,Sex,Male,Total,2821600
2022-12-11T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,680
2022-12-11T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,439860
2022-12-11T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,279930
2022-12-11T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,37945
2022-12-11T00:00:00.000Z,Age,0-18 Years,Total,758415
2022-12-11T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,2635
2022-12-11T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2071320
2022-12-11T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1327315
2022-12-11T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,229795
2022-12-11T00:00:00.000Z,Age,19-64 Years,Total,3631070
2022-12-11T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,1665
2022-12-11T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1319450
2022-12-11T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,748745
2022-12-11T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,114685
2022-12-11T00:00:00.000Z,Age,Over 65 Years,Total,2184545
2022-12-11T00:00:00.000Z,Sex,Female,Unknown Clock Start,2430
2022-12-11T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2117535
2022-12-11T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1307290
2022-12-11T00:00:00.000Z,Sex,Female,Over 52 Weeks,212940
2022-12-11T00:00:00.000Z,Sex,Female,Total,3640195
2022-12-11T00:00:00.000Z,Sex,Male,Unknown Clock Start,1800
2022-12-11T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1642740
2022-12-11T00:00:00.000Z,Sex,Male,18 To 52 Weeks,996260
2022-12-11T00:00:00.000Z,Sex,Male,Over 52 Weeks,159590
2022-12-11T00:00:00.000Z,Sex,Male,Total,2800395
2022-12-18T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,920
2022-12-18T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,457210
2022-12-18T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,298395
2022-12-18T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,42245
2022-12-18T00:00:00.000Z,Age,0-18 Years,Total,798770
2022-12-18T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,3355
2022-12-18T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2117025
2022-12-18T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1389435
2022-12-18T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,248735
2022-12-18T00:00:00.000Z,Age,19-64 Years,Total,3758545
2022-12-18T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,1970
